Date,AGRO_Price,BBAR_Price,BMA_Price,CEPU_Price,CAAP_Price,DESP_Price,EDN_Price,GLOB_Price,GGAL_Price,IRS_Price,MELI_Price,PAM_Price,SUPV_Price,TS_Price,TX_Price,TGS_Price,YPF_Price,AFYA_Price,ABEV_Price,TBBB_Price,BAK_Price,BBD_Price,BSBR_Price,BRFS_Price,CBDBY_Price,CINT_Price,ERJ_Price,EVEX_Price,GGB_Price,INTR_Price,ITUB_Price,LVRO_Price,NU_Price,PAGS_Price,PAX_Price,PBR_Price,SGML_Price,SID_Price,STN_Price,UGP_Price,VALE_Price,VSTA_Price,VINP_Price,VTRU_Price,VTEX_Price,XP_Price,ZENV_Price,BCH_Price,BSAC_Price,CCU_Price,SQM_Price,AVAL_Price,CIB_Price,EC_Price,GPRK_Price,PSMT_Price,STIX_Price,TGLS_Price,AMX_Price,ASR_Price,CX_Price,FMX_Price,KOF_Price,OMAB_Price,PAC_Price,TV_Price,VIST_Price,VLRS_Price,AUNA_Price,BAP_Price,BVN_Price,CEG_Price,CPAC_Price,IFS_Price,NEXA_Price,SCCO_Price,PAAS_Price,CPA_Price,BLX_Price,ARCO_Price,DLO_Price,AGRO_Volume,BBAR_Volume,BMA_Volume,CEPU_Volume,CAAP_Volume,DESP_Volume,EDN_Volume,GLOB_Volume,GGAL_Volume,IRS_Volume,MELI_Volume,PAM_Volume,SUPV_Volume,TS_Volume,TX_Volume,TGS_Volume,YPF_Volume,AFYA_Volume,ABEV_Volume,TBBB_Volume,BAK_Volume,BBD_Volume,BSBR_Volume,BRFS_Volume,CBDBY_Volume,CINT_Volume,ERJ_Volume,EVEX_Volume,GGB_Volume,INTR_Volume,ITUB_Volume,LVRO_Volume,NU_Volume,PAGS_Volume,PAX_Volume,PBR_Volume,SGML_Volume,SID_Volume,STN_Volume,UGP_Volume,VALE_Volume,VSTA_Volume,VINP_Volume,VTRU_Volume,VTEX_Volume,XP_Volume,ZENV_Volume,BCH_Volume,BSAC_Volume,CCU_Volume,SQM_Volume,AVAL_Volume,CIB_Volume,EC_Volume,GPRK_Volume,PSMT_Volume,STIX_Volume,TGLS_Volume,AMX_Volume,ASR_Volume,CX_Volume,FMX_Volume,KOF_Volume,OMAB_Volume,PAC_Volume,TV_Volume,VIST_Volume,VLRS_Volume,AUNA_Volume,BAP_Volume,BVN_Volume,CEG_Volume,CPAC_Volume,IFS_Volume,NEXA_Volume,SCCO_Volume,PAAS_Volume,CPA_Volume,BLX_Volume,ARCO_Volume,DLO_Volume
2015-05-04,9.0407,12.7048,38.7497,,,,14.75,21.21,17.134,10.2651,150.8644,17.54,,22.1345,10.9279,4.0542,29.9084,,4.2434,,5.7907,2.8292,2.895,19.7661,31.2345,,29.5239,,1.7031,,3.2794,,,,,2.896,,1.5308,23.8667,8.6861,4.2208,,,,,,,12.0044,12.9766,13.9886,15.9892,3.8612,21.6212,6.621,4.388,72.353,,8.5729,14.8339,105.8104,8.6286,74.9164,56.3311,24.4199,45.2055,27.7719,,12.04,,115.5114,10.6747,,4.797,,,22.2135,8.3988,80.7946,16.8729,5.6131,,167594,379692,123364,,,,44560,59444,495522,27796,896357,114765,,1399500,151000,136017,688561,,6525900,,1146424,18918668,1289900,1576251,429300.0,,688300.0,,5332446,,26781523,,,,,25982800,,5858977,9179.0,744818,26201461,,,,,,,159460,535100,58800,880242,114300,341500,653900,10400,166488,,14000,3039357,44100,10103766,276300,79200,82253,73900,2104300,,164540,,339600,799300,,12108.0,,,1546172,1226800,476800,103600,343200,
2015-05-05,8.8271,12.4615,37.7097,,,,15.28,21.14,16.626,10.4141,147.8128,17.2,,21.8067,10.964,4.0461,30.0149,,4.3247,,5.5992,2.8349,3.0028,19.7661,31.6517,,29.833,,1.7633,,3.2717,,,,,3.0174,,1.6087,23.9535,8.6861,4.6256,,,,,,,12.0113,13.1109,14.2309,15.9451,3.9539,22.0522,6.7458,4.315,71.7138,,8.5729,14.7062,109.3453,8.6197,75.7203,57.2364,24.9766,46.2607,27.1194,,11.92,,114.7502,10.7593,,4.7602,,,22.4245,8.2693,80.7428,16.4165,5.6913,,157697,167565,123068,,,,132417,65032,393914,118848,580983,190239,,2742800,350500,62014,1846624,,13199000,,999515,19724607,1281700,1618393,509000.0,,847900.0,,9841608,,26486509,,,,,51553200,,5128684,17783.0,725030,58733359,,,,,,,183983,523000,164100,255209,714800,387600,975400,13600,143250,,4600,2369840,112400,8574600,406300,101300,156142,55200,1704100,,196858,,336100,1013500,,16643.0,,,1822145,1284800,525400,227200,344000,
2015-05-06,8.6936,12.1195,37.277,,,,15.26,20.69,16.1564,10.3424,147.1391,16.78,,21.6533,10.7318,4.0461,29.8891,,4.3653,,5.7715,2.7785,3.0567,19.691,31.481,,29.6495,,1.6881,,3.1913,,,,,2.8753,,1.6087,23.4067,8.7851,4.3049,,,,,,,12.0373,13.1231,14.4143,15.9082,4.0427,22.0713,6.816,4.4042,70.8614,,8.6036,14.5643,110.1273,8.5577,75.2818,57.5522,25.0194,45.9298,26.9372,,12.38,,114.3733,10.4113,,4.8276,,,22.2068,8.0449,79.1872,16.705,5.5175,,90455,142899,159879,,,,97990,53534,341963,30104,771757,106226,,2787600,459700,127947,2302255,,16995600,,939221,14348081,2300500,1123544,426400.0,,776300.0,,6317640,,29453819,,,,,48010600,,4043151,26814.0,654382,69358367,,,,,,,143148,291600,94600,297111,309000,438000,1194100,62700,180471,,19000,3044274,43000,7632202,257000,100400,43221,44800,1261100,,230033,,242400,1172600,,2807.0,,,1162955,1354200,609400,200100,325800,
2015-05-07,8.6758,12.0341,37.0048,,,,14.81,21.35,16.0102,10.3093,143.7606,16.37,,21.1512,10.6389,3.9316,29.2988,,4.3856,,5.7077,2.8054,3.0729,19.7755,31.794,,29.6881,,1.653,,3.2327,,,,,2.8605,,1.5363,23.4762,8.8612,4.121,,,,,,,12.0658,13.1536,14.3619,15.7462,3.9886,21.8223,6.5898,3.9338,71.8647,,8.8104,14.6566,109.7437,8.6551,75.8989,56.4224,24.4138,44.6998,27.0055,,12.66,,113.1836,10.4584,,4.7786,,,21.9209,8.2089,68.8462,16.8204,5.5262,,95897,124494,130562,,,,57631,100509,486285,46602,982715,219881,,2397700,347000,234946,922694,,12167700,,872200,8559327,1310300,1062639,634600.0,,615700.0,,3752406,,20275369,,,,,30973300,,4011252,16894.0,1348404,51065238,,,,,,,99503,273200,88800,482382,316400,453300,798100,32400,196799,,62300,2803520,38400,10750131,358700,75300,142001,60500,1472600,,171982,,417500,1576300,,21358.0,,,1512534,1943200,4869600,114000,158700,
2015-05-08,8.7203,12.2708,37.4934,,,,14.93,21.24,16.2719,10.2486,145.2765,16.37,,21.2488,10.9033,3.9725,29.173,,4.5142,,6.4036,2.8538,3.1484,20.3483,30.9785,,30.2097,,1.7432,,3.3028,,,,,2.8842,,1.5029,23.9622,9.12,4.0106,,,,,,,12.3279,13.3733,14.5256,15.7978,4.0002,21.9085,6.4416,4.0555,71.9002,,8.887,14.7275,110.6953,8.9741,77.6853,57.5382,24.6524,45.5926,27.7112,,12.84,,112.0086,10.3831,,4.7908,,,22.0843,8.1916,69.9351,16.5739,5.5002,,51145,181570,72147,,,,100948,77697,599602,9271,475095,94904,,1953500,618400,130303,788463,,20097900,,1120777,9929999,833300,1363452,913600.0,,693800.0,,10221876,,27022157,,,,,28004000,,4622626,15239.0,1094122,45621871,,,,,,,161840,226500,402200,354110,78600,257500,672600,34800,175070,,24600,2237088,76600,15183717,330400,67900,39505,52300,1958900,,104886,,406200,921000,,147724.0,,,1810043,1198700,1307100,110300,407900,
2015-05-11,8.6669,12.4352,38.1215,,,,15.13,21.85,16.9185,10.2099,144.8306,16.18,,20.9908,10.9033,3.9153,29.0473,,4.3991,,5.9631,2.7705,3.0513,19.9727,29.3001,,29.8716,,1.7132,,3.2275,,,,,2.8516,,1.5085,23.7713,8.9183,4.0264,,,,,,,12.1117,13.3855,14.6959,15.7536,3.977,21.8319,6.1999,4.1609,72.2198,,8.8564,14.4934,110.3191,8.9387,77.2144,57.6575,24.7992,45.3991,27.5519,,12.63,,113.9743,10.5242,,4.7786,,,21.9887,8.3815,69.2536,16.5896,5.2916,,124461,82728,68285,,,,42256,73013,819506,8224,328134,110366,,1191900,503000,97465,551354,,5620500,,1144087,10583363,1031400,627939,1121100.0,,668200.0,,5932710,,15449913,,,,,19001000,,2770169,10475.0,954194,33917090,,,,,,,260546,342400,96000,260036,438600,418700,562900,24100,145358,,15100,2465827,56700,10854397,242600,103500,66050,54800,1486100,,103405,,329800,962600,,2819.0,,,1055745,1633700,641700,77800,371400,
2015-05-12,9.0496,12.3234,38.0587,,,,15.1,21.68,16.9338,10.3313,144.3253,16.38,,21.3395,10.8709,3.8908,29.8504,,4.3585,,6.1865,2.7866,3.0567,20.0478,28.7881,,29.5916,,1.6831,,3.2509,,,,,2.8901,,1.4974,23.9014,9.002,3.8739,,,,,,,12.1947,13.5137,14.9316,15.6652,3.9809,21.8942,6.2233,4.2501,72.0245,,8.7951,14.3231,108.0544,8.8943,76.1506,56.3101,25.0745,45.9236,27.4532,,12.58,,112.5776,10.7311,,4.7786,,,22.091,8.416,68.1276,16.5949,4.7963,,399464,120389,45788,,,,45794,83474,430081,21291,420961,234881,,1765000,810000,152110,1033265,,17017000,,881662,9498652,943600,886980,729200.0,,555400.0,,3965724,,21873287,,,,,23178800,,2121223,14213.0,691968,34561711,,,,,,,170081,623000,115200,189790,209400,287700,548500,4500,138039,,8600,2276922,61100,12441537,279700,87700,43798,45800,1080100,,68416,,628600,983300,,28310.0,,,2305095,1756500,642800,94700,929500,
2015-05-13,9.0585,12.4681,38.0796,,,,14.81,23.0,16.9723,10.3755,143.3246,16.19,,21.6184,10.9087,3.9071,29.4827,,4.3247,,6.2376,2.7328,3.0621,19.7098,28.5795,,29.3308,,1.638,,3.2172,,,,,2.9167,,1.4417,23.8928,8.9487,3.7425,,,,,,,12.276,13.5625,15.2198,15.761,3.977,21.9085,6.3558,4.461,71.9624,,8.7338,14.3586,108.0323,8.9564,76.6947,58.7733,24.8604,46.4106,27.4532,,12.48,,112.7697,11.239,,4.7051,,,22.1253,8.7181,67.8017,16.5005,4.7703,,103010,142250,48478,,,,51113,158409,283785,66386,264724,91321,,1304900,535900,127834,815660,,11250800,,571134,14083601,861000,753693,736900.0,,533400.0,,6805764,,15189685,,,,,35542200,,2125582,11411.0,654634,39119281,,,,,,,73014,303900,164000,252950,275300,262500,993900,36100,158962,,11700,2770850,83300,9178349,356300,171900,71955,65400,1119000,,82479,,347400,2351400,,32272.0,,,1028358,3119100,600700,112700,1227700,
2015-05-14,9.2631,12.3628,38.0657,,,,15.33,22.96,17.1109,10.3589,145.435,16.33,,21.9113,10.8601,3.8826,29.2892,,4.3788,,6.3589,2.8269,3.1646,20.3389,28.7976,,29.7268,,1.6781,,3.2872,,,,,2.9404,,1.4529,24.9863,9.1619,3.7478,,,,,,,12.4023,13.5442,15.6455,15.7168,4.0002,22.0091,6.4377,4.461,71.3675,,8.4887,14.7417,111.1453,9.169,78.3106,59.3277,25.0378,46.8621,27.696,,12.5,,111.8164,11.634,,4.748,,,22.528,8.7872,67.9573,16.6735,4.5965,,208751,130562,35436,,,,85300,100120,201831,13811,282635,126864,,2061900,205300,144136,617961,,12704000,,628224,19641093,1061800,1063738,468900.0,,786600.0,,4308822,,19814355,,,,,32127000,,2231800,41100.0,1513882,34702273,,,,,,,65263,253400,266300,293209,316100,295100,1431500,9400,197666,,22800,3477095,37200,8103564,271400,77200,93207,81400,978200,,62366,,269600,2076000,,20941.0,,,1256024,2001300,479400,115200,460300,
2015-05-15,9.3254,12.1393,37.8493,,,,15.81,24.38,16.9338,10.3424,145.108,16.35,,21.6393,10.9518,3.9071,29.086,,4.4262,,6.2376,2.8887,3.1969,20.4516,29.0251,,29.9489,,1.6681,,3.3495,,,,,2.9997,,1.4529,25.7413,9.3256,3.7425,,,,,,,12.3832,13.709,15.3966,15.8272,3.9847,21.8271,6.3597,4.4934,72.1843,,8.6419,14.8978,113.2476,9.2841,78.408,60.0295,25.2702,47.361,27.9464,,12.5,,111.1366,11.5117,,4.8705,,,22.3846,8.7613,68.1499,16.4113,4.6834,,105412,160100,51963,,,,103717,493253,199704,15560,170268,111966,,1329600,196700,102421,469953,,12210200,,394829,21069823,689700,905223,330700.0,,832200.0,,2684430,,23492560,,,,,33026900,,1828788,26572.0,1085306,26605510,,,,,,,56192,212900,105800,214027,430000,412800,694700,35700,95130,,5500,1988704,74300,9397698,387100,95000,97413,53000,1306200,,32379,,346300,988900,,225082.0,,,1044933,1520200,250400,100900,261200,
2015-05-18,9.2542,12.2248,38.3239,,,,16.17,23.98,17.3264,10.3258,146.4555,16.38,,21.6535,10.7306,3.9153,28.7183,,4.3179,,5.9695,2.7973,3.0837,20.2357,28.3045,,29.4274,,1.613,,3.212,,,,,2.8694,,1.3638,25.6546,9.1581,3.5112,,,,,,,12.3175,13.4893,15.174,15.5989,3.9925,21.7457,6.1882,4.534,74.4307,,8.8334,14.6849,112.5468,9.0981,79.3987,60.3523,24.9276,46.5487,27.8706,,12.69,,108.2619,11.239,,4.8215,,,22.0023,8.9167,67.9795,16.212,4.6226,,231518,146417,107054,,,,55154,171569,389578,22624,218058,115170,,1250900,268500,84719,1373302,,10718100,,655751,30482984,863000,641841,362500.0,,605700.0,,10422720,,42905344,,,,,57699900,,4100410,14021.0,1069506,48592340,,,,,,,78441,285500,42000,396422,212800,193300,512400,45000,161805,,34600,2803100,62900,9630134,480000,99200,47782,48600,1195200,,49371,,603200,944000,,91147.0,,,1331560,1322600,440500,210300,327700,
2015-05-19,9.1652,12.1195,37.7725,,,,15.75,23.57,17.2648,10.2099,144.2361,15.86,,20.9851,10.4771,3.8008,28.3119,,4.2637,,6.0269,2.7301,3.0352,20.2826,27.749,,30.2966,,1.5629,,3.1601,,,,,2.6917,,1.2803,25.4463,9.0134,3.4744,,,,,,,12.1549,13.3855,14.8989,15.6873,3.977,21.535,5.8645,4.5097,74.1909,,8.8028,14.5501,110.6953,9.0449,78.3918,60.4505,24.738,45.8132,27.8478,,12.72,,108.0328,10.891,,4.5335,,,21.6133,8.675,67.4165,16.2225,4.5878,,223385,125566,54430,,,,145354,119916,223028,23410,404582,66273,,2275100,269900,141643,585165,,10760100,,399988,16156465,809600,921371,544400.0,,670700.0,,4710384,,26768533,,,,,57279200,,3176657,15626.0,814096,37951848,,,,,,,150192,246900,51500,433497,1737600,550500,661100,17200,206311,,19100,1919387,27000,8934989,427500,97500,50434,41700,826400,,96054,,287500,1649600,,508820.0,,,1298995,1810600,489900,117400,381000,
2015-05-20,9.0763,11.9946,37.7656,,,,15.86,26.01,16.9415,10.1161,145.7421,15.69,,21.042,10.6821,3.7355,28.1667,,4.2096,,6.0652,2.7086,3.046,20.3483,27.9861,,30.6636,,1.5829,,3.142,,,,,2.7065,,1.336,25.1165,9.1238,3.4744,,,,,,,12.2034,13.4588,14.8531,15.076,3.9886,21.5015,5.9308,4.4853,74.5638,,8.887,14.7701,110.8059,8.9652,78.0264,60.8014,24.7074,46.0562,27.6657,,12.19,,107.7298,10.8064,,4.5519,,,21.9273,8.7444,66.6609,16.1805,4.7616,,207402,149454,101818,,,,62511,235457,345334,68339,310502,102461,,1372400,248700,102581,457248,,13095200,,775580,17028283,887400,697080,929100.0,,983100.0,,5790960,,22528922,,,,,29138000,,2815526,17310.0,665720,36176301,,,,,,,112967,214600,136100,1120252,763100,504600,456000,18800,156979,,102200,3001212,62200,8619487,301100,89000,66829,36700,722100,,223954,,304500,1152500,,43456.0,,,1178233,1073000,558500,95700,278200,
2015-05-21,8.9517,11.8039,37.612,,,,15.21,25.77,16.9108,9.9616,147.6345,15.2,,21.4331,10.7037,3.6128,27.7217,,4.169,,5.7971,2.6092,2.9543,19.9258,28.0051,,30.934,,1.5627,,3.0589,,,,,2.8101,,1.336,24.7173,9.0667,3.4955,,,,,,,12.2154,13.5198,14.8531,15.1128,3.9847,21.1711,6.0751,4.5178,74.5727,,8.9024,14.5856,110.6953,8.8943,77.531,59.6224,25.0928,46.3185,27.4684,,11.66,,107.4121,10.6935,,4.5519,,,21.5108,8.675,66.3054,16.1333,4.666,,293442,278471,51311,,,,102824,219471,405432,82453,255901,236725,,1466900,186900,202577,1010278,,38887600,,597889,26494556,1071000,1172732,802000.0,,1011300.0,,4860702,,29627084,,,,,29823600,,1702712,25997.0,645532,32613680,,,,,,,61027,233900,24400,402481,250000,172100,708200,11500,141911,,11600,2536896,81500,29478251,400000,40800,92891,94400,1619900,,404996,,184600,1149300,,4733.0,,,977106,1270500,346700,81200,194100,
2015-05-22,8.9339,11.5803,37.0746,,,,14.86,24.89,16.5644,9.9726,146.1186,15.05,,21.3833,10.763,3.7191,27.683,,4.1013,,5.4523,2.5259,2.8842,19.3999,27.1705,,31.5328,,1.5073,,2.9525,,,,,2.7095,,1.2914,24.4916,8.8536,3.4534,,,,,,,12.1999,13.4466,14.709,15.1055,3.977,20.7832,6.0673,4.5097,73.6848,,8.9637,14.4579,110.2232,8.6551,76.0694,58.8294,24.9032,46.1714,28.3258,,11.68,,108.4245,10.6653,,4.6009,,,21.4152,8.4841,66.4165,16.1123,4.5791,,215693,160718,104323,,,,101016,132928,286614,47283,288043,80244,,1936700,193200,99207,761283,,22625000,,656517,25693890,1350700,1266875,727400.0,,1639900.0,,8015868,,25967153,,,,,27987400,,1999956,13050.0,1056354,20093250,,,,,,,112309,365900,69600,375882,833100,220100,688300,1900,110755,,37800,6692393,65800,12266750,397100,52000,53557,62800,1944300,,294536,,257300,940600,,5417.0,,,826512,1690800,375100,85200,304800,
2015-05-26,8.7915,11.383,36.5372,,,,14.55,25.02,16.3384,9.9837,144.3947,14.74,,20.5869,10.5256,3.6537,26.696,,3.966,,5.2608,2.4319,2.7926,18.9586,26.1937,,30.0262,,1.4468,,2.8721,,,,,2.52,,1.2358,23.8928,8.5643,3.4376,,,,,,,11.9889,12.94,14.4077,14.8109,3.9075,20.0361,5.8216,4.1933,72.7792,,8.8104,14.6778,108.1798,8.5311,73.5684,57.7768,24.8126,46.1266,28.2348,,11.89,,105.9784,10.5524,,4.6009,,,20.9374,7.9983,64.8979,15.8868,4.666,,200125,165583,95471,,,,110508,84672,321850,111116,272233,318761,,1486800,213000,39185,1341894,,11644500,,462012,25373875,1287900,1295923,707700.0,,1777200.0,,19494342,,33329947,,,,,42963100,,1789160,26740.0,977054,43984461,,,,,,,188572,306900,152100,373314,2101200,446100,1208000,14400,122657,,24900,4778775,78500,19202077,565500,99700,54284,34000,2158600,,134187,,309300,1362400,,16899.0,,,940601,3107900,704500,104800,289700,
2015-05-27,8.7292,11.1792,36.265,,,,14.36,25.68,16.1529,9.9561,145.0783,14.59,,20.6864,10.6551,3.621,26.725,,3.9592,,5.4332,2.4856,2.8141,19.3154,26.1368,,29.3598,,1.4569,,2.9214,,,,,2.5466,,1.2246,23.9535,8.5034,3.4902,,,,,,,11.9889,13.001,14.4012,14.693,3.8486,19.6961,5.5643,4.2096,73.0456,,8.9713,14.841,110.8059,8.7526,74.5834,58.2961,24.8826,46.5167,28.5687,,11.99,,104.1753,10.4866,,4.5703,,,20.9783,7.981,65.1597,15.976,4.5965,,239494,202212,77515,,,,61364,108427,231490,60102,436563,182411,,1482200,196700,121387,609513,,24141500,,662031,29478451,1098400,1119223,541100.0,,1216100.0,,9425934,,48511926,,,,,29147700,,2743988,18478.0,1304832,25904760,,,,,,,59987,344500,117700,300500,240200,359100,2788000,2200,116207,,7500,3926208,57600,22132132,499600,48200,54573,33300,2397800,,124527,,383600,1298400,,2221.0,,,1262578,1257800,479700,90800,189100,
2015-05-28,8.6313,11.12,35.8183,,,,14.43,25.72,15.9055,9.934,145.1477,14.44,,20.5229,10.6227,3.6537,26.6089,,3.9457,,5.2608,2.4561,2.7602,19.1276,25.8049,,29.862,,1.4166,,2.8851,,,,,2.5584,,1.1578,23.8754,8.4311,3.4166,,,,,,,12.0338,13.2146,14.5584,14.3616,3.8254,19.5812,5.6306,4.2014,73.0278,,8.9483,14.9758,108.9544,8.4425,73.7633,58.5136,24.2327,46.2737,29.0291,,11.74,,104.7517,10.7593,,4.5335,,,20.8213,8.0851,64.8231,16.0337,4.6139,,150284,180217,71847,,,,52697,300748,344836,201779,217929,196763,,1378200,144900,169263,469298,,11547000,,291576,18048538,1001500,977431,407600.0,,753300.0,,11379438,,24617355,,,,,19634500,,2950218,26380.0,873952,24667340,,,,,,,113741,595200,158200,300706,243400,328900,580100,1200,110736,,3100,3120282,66300,25825688,381400,55800,120500,78800,2249100,,135569,,245600,1286500,,5987.0,,,891926,1452600,350700,70800,428300,
2015-05-29,8.5957,10.6334,34.562,,,,14.57,26.04,15.4805,9.9505,143.7903,14.18,,20.4589,10.531,3.8172,26.8702,,3.8915,,5.1842,2.3647,2.6794,18.9774,25.4256,,29.0893,,1.3964,,2.7761,,,,,2.4726,,1.0632,23.9882,8.2331,3.3115,,,,,,,11.9197,13.0437,14.5911,14.3837,3.899,19.5046,5.654,4.1203,72.3974,,9.0786,14.8978,106.2545,8.2388,72.188,59.6856,23.946,45.5382,28.8084,,11.93,,104.3009,10.5336,,4.6561,,,20.4938,8.1892,63.791,15.9078,4.7877,,164248,329572,168115,,,,110059,149967,544621,221092,237621,261258,,1147500,190800,349976,1647914,,19062100,,448950,26540995,1090000,1588185,931400.0,,693100.0,,5283306,,52735025,,,,,24066300,,6235534,18188.0,1521862,21601010,,,,,,,96669,353600,176200,548726,677900,546900,1374000,39300,119404,,40300,4702959,87000,18636617,604900,167400,51045,57500,3949300,,47607,,391600,2011200,,25306.0,,,1682922,1852200,597600,79100,474900,
2015-06-01,8.4979,10.8175,35.1902,,,,14.39,26.24,15.7278,9.9064,142.3537,14.21,,20.2882,10.2721,3.8335,26.8992,,3.9457,,5.1331,2.3781,2.6686,18.9304,25.3118,,28.8189,,1.4166,,2.7748,,,,,2.4785,,1.091,24.1618,8.294,3.3062,,,,,,,11.6187,12.7935,14.4208,13.9786,3.8409,19.1837,5.498,4.3799,72.3442,,9.1092,15.0184,105.7824,8.1324,72.6508,57.854,23.8886,45.0393,29.0215,,11.94,,104.7,10.2703,,4.6193,,,20.5278,8.1371,63.6788,15.8291,4.7355,,422194,179978,131087,,,,30660,89662,522345,237414,370855,191690,,1298200,323000,105701,890514,,10477200,,419830,16081984,996200,1127025,346800.0,,574600.0,,10684044,,51851305,,,,,19584400,,4009317,24705.0,665178,31681221,,,,,,,224996,197400,182100,462150,304100,318500,740200,3600,146660,,7500,3735381,47700,19953032,352300,131700,32599,63700,2311700,,103546,,212800,1076100,,128600.0,,,1081781,1452600,641900,120000,355000,
2015-06-02,8.8093,11.9814,37.7586,,,,15.23,26.25,17.0494,10.2982,141.6899,15.12,,21.1842,10.7414,3.9561,27.683,,4.009,,5.5417,2.4755,2.7764,19.6253,25.5773,,29.6978,,1.4569,,2.8683,,,,,2.6414,,1.169,24.1878,8.5148,3.5796,,,,,,,11.7415,12.9644,14.4012,14.0449,3.8525,19.5189,5.5565,4.3718,73.383,,9.2318,15.0467,106.9405,8.3451,73.1624,57.9171,23.9587,45.1225,29.4782,,12.1,,106.2666,10.5618,,4.6499,,,21.0943,8.2499,65.3616,16.1963,4.8745,,672514,274945,287712,,,,93800,114725,566038,22508,303876,394589,,1737600,285000,100719,1003882,,10956000,,921453,23822873,1592800,1364544,368600.0,,580700.0,,5603850,,48391939,,,,,31612000,,5486515,26058.0,978842,46605328,,,,,,,90405,361600,82300,340964,317500,237400,550900,84100,167302,,46300,5498778,69800,17221776,465500,117400,46274,57000,1953600,,202274,,313000,1253700,,64241.0,,,1207093,1259100,698700,143700,245400,
2015-06-03,8.9339,11.383,36.956,,,,15.0,27.82,16.6011,10.2982,142.1456,14.7,,21.1913,10.8116,3.8008,27.1508,,3.9817,,5.5928,2.4243,2.7171,19.4844,25.16,,29.5722,,1.4367,,2.8033,,,,,2.6117,,1.1356,24.5003,8.4501,3.5007,,,,,,,11.6689,12.7202,14.3422,14.1849,3.8331,19.2795,5.5019,4.3637,73.9157,,9.4004,14.8907,106.8077,8.1591,72.3585,57.068,24.2773,45.6789,29.0063,,12.1,,105.4537,10.3925,,4.6561,,,20.9374,8.1285,65.9151,16.3641,5.1005,,225410,532534,108512,,,,86777,366687,405524,165290,319625,541474,,1141200,277600,112532,573120,,19824500,,449560,17008586,930600,1918930,654200.0,,556600.0,,5057640,,46915329,,,,,35675000,,2829191,9558.0,721920,26246170,,,,,,,136819,267100,99300,327305,125500,207700,578200,55700,200411,,62600,5671183,42000,14885844,209800,51900,70854,55400,3828800,,89060,,184400,1003000,,5267.0,,,956302,846200,512800,94800,250500,
2015-06-04,8.925,11.8433,38.0238,,,,15.36,27.81,17.3276,10.519,141.9673,15.36,,20.6651,10.6605,3.8989,27.6539,,3.9613,,5.4523,2.3947,2.7818,19.3154,24.8281,,29.0024,,1.4115,,2.7644,,,,,2.5259,,1.1244,24.2052,8.2978,3.4061,,,,,,,11.5668,12.6531,14.3619,14.0081,3.7362,18.9682,5.3966,4.2177,73.2231,,9.3544,14.6353,104.9267,8.097,72.123,56.2469,24.3219,44.937,28.3822,,12.23,,103.9758,10.2327,,4.6622,,,20.7258,8.0938,65.6459,16.2015,5.057,,421526,787843,472017,,,,62572,187410,949051,82539,230471,554791,,1797400,195400,263327,1085610,,7404300,,222292,9790395,1743300,887919,374500.0,,603400.0,,2040318,,21861838,,,,,18272300,,1293468,12281.0,844272,24590289,,,,,,,102820,329200,101600,491009,233200,292900,684800,79100,123330,,4100,2339933,81200,12196771,343000,70600,27617,48800,1708400,,293923,,199600,630800,,4946.0,,,519239,1039300,349800,85700,222300,
2015-06-05,8.9428,11.5672,37.5352,,,,15.03,28.31,17.0648,10.3313,143.6021,15.09,,20.5086,10.6227,3.8417,27.8184,,4.0294,,5.331,2.3571,2.7441,19.7661,24.9134,,28.9928,,1.4014,,2.7151,,,,,2.5466,,1.0743,24.4742,8.3397,3.4219,,,,,,,11.4353,12.4517,14.3422,14.0449,3.682,18.9347,5.4005,4.1771,74.7414,,9.3314,14.4154,103.4882,8.1944,71.5303,55.903,24.4557,44.1951,28.2071,,12.18,,103.6506,9.9223,,4.5519,,,20.753,7.9897,66.3115,16.2172,5.0136,,114431,213926,79097,,,,89552,92843,426104,26524,234025,88388,,1322800,276100,119815,615052,,13626700,,358472,14305517,1068400,2142356,1917500.0,,418400.0,,3926664,,51532514,,,,,19780700,,2556803,12337.0,1243890,30784350,,,,,,,72846,300000,30500,440069,132300,195900,686400,61100,233902,,1500,4255756,82100,13621454,262700,53500,48000,45000,1623000,,36283,,170500,1549500,,36242.0,,,857581,1195400,353600,74300,79500,
2015-06-08,8.925,11.2712,36.3069,,,,14.99,28.52,16.7248,10.2651,141.3629,15.16,,20.5798,10.6012,3.8417,27.683,,4.0566,,5.3629,2.3974,2.7009,19.9352,25.4635,,29.099,,1.3964,,2.7463,,,,,2.6058,,1.0688,24.4916,8.4196,3.4009,,,,,,,11.4699,12.4944,14.1982,13.9934,3.6858,18.8246,5.4863,4.1771,75.0255,,9.431,14.4225,103.7095,8.2388,71.0674,56.0153,24.7361,44.6172,28.131,,12.13,,103.7171,10.054,,4.5397,,,20.6438,7.9897,64.9877,16.1543,5.0223,,0,117810,71143,,,,66894,105218,284591,114035,172125,185613,,884700,386200,111124,544412,,9801800,,288179,21483895,2849900,1235943,700900.0,,439500.0,,3461850,,49788410,,,,,16525400,,1489123,0.0,683410,29118051,,,,,,,117364,153000,131300,388001,63400,166000,410800,10200,109790,,10200,3019913,54600,10325603,226800,53900,59406,48900,1231800,,151108,,255500,1204100,,9703.0,,,846232,1803600,548000,62100,82700,
